|Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable_URL|Gender|Full Sentence|osm_feature_found
739|Karswald||51.0769098|13.9675473|Karswald|ok|105_1798_Reisen_nach_und_in_der_Oberlausitz|15|16.35776254464654||certain|105|1798|Reisen nach und in der Oberlausitz|Gottfried Benjamin Meissner|1795|Seite(n)12-16|258|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=150|105_1798_Reisen_nach_und_in_der_Oberlausitz|SLUB Dresden|https://reise.isgv.de/logs/Q109944031|male|Von da führte mich der Weg durch einen langen Wald, die große und kleine Harte, das Frauenthal und den Karswald, der ebenfalls aus lauter Nadelholz besteht und bis Fischbach, und noch über Schmiedefeld fortgeht.|True
747|Lischwizzer||51.0555235|13.8154546|Loschwitz|ok|108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend|47|5.492431569916458||certain|108|1798|Fußreise von Dresden nach den zwei verfallenen Bergschlössern, die Rathen, und die dortige Gegend|Gottfried Benjamin Meissner|Kein Eintrag vorhanden|Seite(n)47-50|42|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=69|108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend|BSB München|https://reise.isgv.de/logs/Q109944029|male|Das schöne Gebäude selbst, die herrliche freie Aussicht auf die Lischwizzer (*) Seite IX [PAGE_BREAK] XLVIII Weinberge und die ganze nordwestliche, norde liche, östliche und süd-östliche Gegend, der Schöne heitere Abend, die reine Luft, — als ies machte mich so froh und so leicht, ich hätte die ganze Welt umarmen mögen.|True
748|Pillniz|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend|48|10.272337221479125||certain|108|1798|Fußreise von Dresden nach den zwei verfallenen Bergschlössern, die Rathen, und die dortige Gegend|Gottfried Benjamin Meissner|Kein Eintrag vorhanden|Seite(n)47-50|42|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=69|108_1798_Fußreise_von_Dresden_nach_den_zwei_verfallenen_Bergschlössern,_die_Rathen,_und_die_dortige_Gegend|BSB München|https://reise.isgv.de/logs/Q109944029|male|In Westen die sinkende Sonne, und den wald-gen Großen Garten, dessen goldne Blätter auf den hohen Baumgipfeln dem Auge freund-lich zuzuwinken schienen, nordlich und nord-östlich die hohen Weinberge und ihre hier und da zerstreut aufgeführten Weinbergs-häuser mit kleinen goldblizzenden Fenstern, uns zunächst eine große Ebene voll des schönsten Getraides, kleine und große liebli-che Baumgruppen, hier die Thiere des bes-nahbarten Dorfes, geleitet von kleinen Bu-ben und muntern Mädchen, etwas tief vor uns Pillniz und seine japanischen Thürme und buntbemalten Fenster und Häuser, hin- [PAGE_BREAK] XLIX ter ihm plötzlich aufsteigend den hohen Pors-berg, der stolz über seine Nachbarn das Haupt streckt, auf welches eine hohe weiße Stange gepflanzt ist. — —|True
755|Dresd.|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000002.tif.original|0.13293315314514328||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Dresd.|True
762|Zschoner Grund||51.0517787|13.6286175|Zschoner Grund|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000196.tif.original|7.598479841549264||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Ich kann nicht fehlen, wenn ich in den Zschoner Grund will, denn eine Schaar von freilichen Handwerkerskin-dern hüpft neben mir um ihre Eltern herum, und unterhält sich dabei mit Berathsclagun-*) Es ist in Sachsen noch gewöhnlich, da基金 man Oster- Pfingst- und Weihnachtsfest drei Tage lang feiert.|True
770|Borsberge|https://de.wikipedia.org/wiki/Borsberg|51.0127446|13.8958848|Borsberg|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000201.tif.original|11.853906116791585||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|[PAGE_BREAK] 193 Am bemerkenswerthesten ist wohl nächft dem Borsberge, der kuhrfürftliche, sogenann te engliche, Garten, weil er einen großen Vorrath der feltenften ausländifchen Gewächfe enthält, mit deren manchem man hier glück-liche Versuche gemacbt hat, es an den eifi-gen Himmel Deutschlands zu gewöhnen.|True
773|Loschwig|https://de.wikipedia.org/wiki/Loschwitz|51.0555235|13.8154546|Loschwitz|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000202.tif.original|5.492431569916458||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Von dem Dörfchen Loschwig an verläßt der Weg die Elbe, zieht sich die Berge hinauf, und über die Bauzner Straße.|True
774|Pillnitzer|https://de.wikipedia.org/wiki/Pillnitz|51.0041025|13.8709468|Pillnitzer|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000202.tif.original|10.670716525833551||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|[PAGE_BREAK] 192 Es liegt, wenn man den nächsten Weg dahin zu dem Pirnaischen Thore und Pillnitzer Schlage hinaus nimmt, jenseits der Elbe, und zwar unmittelbar an dem schönen Strome, zwei Stunden von Dresden.|False
776|Spitzhause||51.1138143|13.6668202|Spitzhaus|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000204.tif.original|8.600004620285395||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Von dem dasigen sogenannten Spitzhause beherrscbt man die ganze, überaus reizende Gegend.|False
778|Dessdneru||51.0493286|13.7381437|Dresden|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000204.tif.original|0.13293315314514328||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Es wird mehr noch von den Einwohnern Pirna's als den Dessdneru besucht, weil es jenen ungleich näher gelegen ist, als diesen.|True
793|Tharandts|https://de.wikipedia.org/wiki/Tharandt|50.9853391|13.5794907|Tharandt|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000212.tif.original|13.198209070619207||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Noch muß ich Tharandts, eines Orts gedenken, der erst seit der neuesten Zeit, durch die Anlegung von Bädern, deren Heilkräfte theils gerühmt, theils bestritten werden, der geselligen Freude gewidmet wurde.|False
799|Bautzner Straße|https://de.wikipedia.org/wiki/Bautzner_Stra%C3%9Fe_(Dresden)|51.0632311|13.7498851|Bautzner Straße|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000216.tif.original|1.67610081944972||certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Außer den angeführten giebt es noch unter andern, den weison Hirsch an der Bautzner Straße, der einen schönen Saal hat; den Liebethaler Grund, in der Gegend über Pillnitz hinaus, der die herrlichsten Parthien wilder Natur enthält u. f. w. Dresdens Gegend ist zu reich an schönen Lustörtcrem, um sie alle auf-zeichnen.|True
800|Liebethaler Grund|https://de.wikipedia.org/wiki/Liebethaler_Grund|50.9959531|13.9710449|Liebethaler Grund|ok|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|00000216.tif.original|17.43365769197272|Liebethaler Grund,|certain|111|1799|Neue Ansicht von Dresden. Für Reisende von einem Reisenden|Nikolai Michailowitsch Karamsin|Kein Eintrag vorhanden|Seite(n)2-218|216|https://digital.slub-dresden.de/werkansicht/dlf/80669/10|111_1799_Neue_Ansicht_von_Dresden._Für_Reisende_von_einem_Reisenden|BSB München|https://reise.isgv.de/logs/Q109943994|male|Außer den angeführten giebt es noch unter andern, den weison Hirsch an der Bautzner Straße, der einen schönen Saal hat; den Liebethaler Grund, in der Gegend über Pillnitz hinaus, der die herrlichsten Parthien wilder Natur enthält u. f. w. Dresdens Gegend ist zu reich an schönen Lustörtcrem, um sie alle auf-zeichnen.|False
810|Zwinger (Dresden)|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger (Dresden)|ok|112_1799_Briefe_eines_reisenden_Russen|213|0.33444218636878353|Zwinger-|certain|112|1799|Briefe eines reisenden Russen|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)192-216|260|https://www.digitale-sammlungen.de/de/view/bsb10470042?page=222|112_1799_Briefe_eines_reisenden_Russen|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Gegen Abend war ich im Zwinger-garten, der zwar nicht groß, aber ziemlich artig ist; und darauf hab' ich zu Hause das niedergeschrieben, was ihr jetzt gelesen habt.|False
814|Dresdener Brücke||51.0826652|13.8848819|Dresdener Brücke|ok|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|00000051.tif.original|10.918832036676093||certain|113|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)51-78|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/63|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Ich gesteh es zu, es ist ein treffliches Tal, werth, von jedem Fremden besucht zu werden; aber eine Vergleichung mit dem großen Elbthal bei Weissen, und mit den himm-lisch schönen Aussichten von der Dresdener Brücke, oder von der Ecke des Brühlschen Gartens, hält es schlechter-dings nicht aus.|False
822|Hoffkirche|https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden)|51.0534998|13.7373501|Hofkirche|ok|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|00000056.tif.original|0.3447002989029597||certain|113|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)51-78|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/63|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Die prächtige Katholishe Kirche, welche man auch die Hoffkirche nennt, steht nahe hinter dem Schlosse und nicht weit von der Elbbannée.|False
830|Rathaus Dresden|https://de.wikipedia.org/wiki/Rathaus_Dresden|51.0481142|13.7401486|Rathaus Dresden|ok|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|00000068.tif.original|0.3228827949294987|Rathaus,|certain|113|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)51-78|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/63|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Dort erhebt sich ein Palast hinter dem andern, der Japanische Palast, das Rathaus, die Kaserne mit der Artillerieschule und dem Kadettenhause u. s. w. Weinberge, Gärten, Anhöhen und die Dresdener Heide lagern sich jenseits um die treffliche Aussicht.|False
831|Dresdner Heide|https://de.wikipedia.org/wiki/Dresdner_Heide|51.0880641|13.8669259|Dresdner Heide|ok|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|00000068.tif.original|9.978732748984063|Dresdener Heide|certain|113|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)51-78|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/63|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Dort erhebt sich ein Palast hinter dem andern, der Japanische Palast, das Rathaus, die Kaserne mit der Artillerieschule und dem Kadettenhause u. s. w. Weinberge, Gärten, Anhöhen und die Dresdener Heide lagern sich jenseits um die treffliche Aussicht.|True
836|Creuzkirche|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|51.0487258|13.7392255|Kreuzkirche|ok|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|00000070.tif.original|0.22972383500968407||certain|113|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)51-78|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/63|113_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Die Bürger der Stadt fischten es, und brachtens in die heilige Capelle, die nun von ganzen Schaaren Wallfahrender besucht wurde u. f. w. So entstand die Benennung der Creuzkirche.|True
842|Frauenkirche (Dresden)|https://de.wikipedia.org/wiki/Frauenkirche_(Dresden)|51.051957|13.7416198|Frauenkirche (Dresden)|ok|114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|00000044.tif.original|0.34806721038579985|Frauenkirche,|certain|114|1799|Meine Reise im deutschen Vaterlande, aus Thüringen ins Riesengebürge zu den Elbquellen und durch Böhmen ins Erzgebürge|Johann Christoph Friedrich GutsMuths|Kein Eintrag vorhanden|Seite(n)44-46|260|https://digital.slub-dresden.de/werkansicht/dlf/90361/56|114_1799_Meine_Reise_im_deutschen_Vaterlande,_aus_Thüringen_ins_Riesengebürge_zu_den_Elbquellen_und_durch_Böh|SLUB Dresden|https://reise.isgv.de/logs/Q109943978|male|Von Allem, was Dresden im Fache der Baukunst auszuweisen hat, ist die Frauenkirche, die katholische Kirche, das Japanische Palais und diese Brücke das Schönste; aber das Nützlich-ste von allem ist sie allein.|False
849|Wilsdruff|https://de.wikipedia.org/wiki/Wilsdruff|51.0524125|13.5362765|Wilsdruff|ok|119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000629.tif.original|14.05327409626612||certain|119|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)624-634|642|https://digital.slub-dresden.de/werkansicht/dlf/93539/529|119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Meine nzuf übermorgen f.ztetg esetüte Abreise, gestattete nicht, noch ve riedene Anf stranger zu An Mineralien findes in dieser Gegend, Dachschiefer bei Wilsdruff, Mar- [PAGE_BREAK] 622 mor bei Maxen; und südlich von diesem Ort bei Schlottwitz, Agathe, Porpyhr, Kalk am Plauenschen Grunde; Christallkiesel bei Za beltitz; Torf und Kalksteinbrüche auf dem Friedewald bei Moritzburg.|True
852|Schlottwitz|https://de.wikipedia.org/wiki/Schlottwitz|50.885238|13.8131561|Schlottwitz|ok|119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000630.tif.original|19.117967609754952||certain|119|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)624-634|642|https://digital.slub-dresden.de/werkansicht/dlf/93539/529|119_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Meine nzuf übermorgen f.ztetg esetüte Abreise, gestattete nicht, noch ve riedene Anf stranger zu An Mineralien findes in dieser Gegend, Dachschiefer bei Wilsdruff, Mar- [PAGE_BREAK] 622 mor bei Maxen; und südlich von diesem Ort bei Schlottwitz, Agathe, Porpyhr, Kalk am Plauenschen Grunde; Christallkiesel bei Za beltitz; Torf und Kalksteinbrüche auf dem Friedewald bei Moritzburg.|False
864|Schloss Lohmen|https://de.wikipedia.org/wiki/Schloss_Lohmen|50.9901082|13.994175|Schloss Lohmen|ok|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000528.tif.original|19.177566257447673||certain|120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Das eine Stunde von Pirna und dem ehmaligen festen Bergschloss Sonnenstein, an der Wesenitz gelegene Schloss Lohmen.|False
870|Jüdenhof|https://de.wikipedia.org/wiki/Jüdenhof_(Dresden)|51.0516806|13.7395939|Jüdenhof|ok|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000544.tif.original|0.21444591758587184||certain|120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Die Seite nach dem Jüdenhof.|True
884|Katholische Hofkirche (Dresden)|https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden)|51.0534998|13.7373501|Katholische Hofkirche (Dresden)|ok|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000593.tif.original|0.3447002989029597|katholischen Hofkirche,|certain|120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Die vortrefliche Musik in der katholischen Hofkirche, hat uns während unsres Hierseyns zu fleissigen Kirchengängern gemacht.|False
891|Neustadt (Dresden‑Neustadt)|https://de.wikipedia.org/wiki/Dresden-Neustadt|51.0658669|13.7405404|Neustadt (Dresden‑Neustadt)|ok|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000598.tif.original|1.7346899976850316|Neustadt,|certain|120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Das 1748 gestiftete Collegium Medico-chirurgicum, in den Kasernen der Neustadt, welches in Absicht seiner Zweckmäßigkeit, dem Straßburger und Berliner, zur Seite steht.|False
894|Ostra‑Allee|https://de.wikipedia.org/wiki/Ostra-Allee|51.0566399|13.7284136|Ostra‑Allee|ok|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000602.tif.original|0.93124847668421|Ostra-allee|certain|120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Endlich noch viele Innungskranken-Häuser und Hospitäler, unter denen ich nur die auf der Wilsdruffer Vorstadt, an der Ostra-allee belegene Hofpatientenburg bemerke, in welcher unverheirathete kranke Hofbediente verpflegt werden.|False
901|Laubegast|https://de.wikipedia.org/wiki/Laubegast|51.0233708|13.8379982|Laubegast|ok|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|00000611.tif.original|7.655626172146103||certain|120|1801|Schönheiten der Natur und Kunst dargestellt auf einer Reise durch einen Theil der Sächsischen Staaten|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)521-621|642|https://digital.slub-dresden.de/werkansicht/?id=5363&tx_dlf%5Bid%5D=93539&tx_dlf%5Bpage%5D=456|120_1801_Schönheiten_der_Natur_und_Kunst_dargestellt_auf_einer_Reise_durch_einen_Theil_der_Sächsischen_Staate|SLUB Dresden|https://reise.isgv.de/logs/Q109944163|male|Die Verfertigung verschiedener Stroharbeiten, als: Stro-hüte, Teller, Körbe, Decken etc. beschäf-tigen sowohl in den Vorstädten von Dres-den, als in einigen benachbarten Dörfern zu Lockwitz, Laubegast, Passendorf etc. viele Personen, die damit einige be-rühmte Messen besuchen, und viel Abgang finden.|True
906|Hofkirche (Dresden)|https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden)|51.0534998|13.7373501|Hofkirche (Dresden)|ok|201_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|49|0.3447002989029597|Hofkirche|certain|201|1826|Wanderbilder. Gesammelt auf einer Reise von Wien über Dresden, Leipzig, Cassel nach Hamburg|Christian Gottfried Daniel Stein|Kein Eintrag vorhanden|Seite(n)43-51|368|https://www.digitale-sammlungen.de/de/view/bsb10727721?page=51|201_1826_Wanderbilder._Gesammelt_auf_einer_Reise_von_Wien_über_Dresden,_Leipzig,_Cassel_nach_Hamburg|BSB München|https://reise.isgv.de/logs/Q109944093|male|Die Dresdner Kapelle oder Hofkirche ist unstreitig eine der schönsten in Deutschland.|False
911|Schloss Moritzburg|https://de.wikipedia.org/wiki/Schloss_Moritzburg|51.1675274|13.6795084|Schloss Moritzburg|ok|202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|102|13.63459838511828|Schlosse Moritzburg,|certain|202|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Christian Gottfried Daniel Stein|Kein Eintrag vorhanden|Seite(n)102-104|368|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=114|202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109944093|male|102 Ein nicht minder angenehmer Weg führt von Dresden in 3 Stunden zu dem vom Kurfürsten Moritz angelegten Schlosse Moritzburg, in dessen Innern vorzüglich der 36 Ellen lange und 30 Ellen breite Tanzsaal, mit vielen goldenen, silbernen und gläsernen Trinkge-schirren, die Kapelle und die, mythologische Gegenstände und Jagdabenteuer darstellenden Gemälde sehenswerth sind.|False
